CODCID;UF;NOMECID;DDD;CODREG;DISTANCIA;DTALTER;DESCRICAOCORREIO;SEQENTREGA;POPULACAO;CODMUNFIS;VLRFRETEMIN;VLRFRETETON;TIPOFRETE;VLRFRETEKM;VLRTAXAENT;CODMUNSIAFI;CODMUNDMS;LATITUDE;LONGITUDE;VENDAMIN;CODMUNDIEF;QTDDIASSUB;QTDSUB;TEMSUBSTITNFSE;TIPCANCNFSE;VLRLIMCANCNFSE;MOTCANCSUBNFSE;METARREDVLRISS;MAXNOTALOTENFSE;NFSETEMPLATESUBST;TIPOCNAE;NUVERSAO;LINKAGUA;LINKENERGIA;LINKIPTU;TIMPARCPREFEITURA;NOFORMATLC116;CNAEFULLNFSE;NOINSCMUNPAR;GERCODNATISSJSON;ENVITENSSEPJSON;QTDMAXENVITENSJSON;OBSJSONENOTAS;PERMCANCNFSESUBSTIT;JSONSEMALIDENMUN;VMINRETENCAOISS;ACTCANEXNT;ENVFPJSON;CODPARCNFSE;REMZEROESQUERDLC116;INFQTDVLRUNIJSON;ENVMULEMAILJSON;GERNUNFSEINFCPM;ATUNUVERSAO;ENVTAGDESCONJSON;MASCARALC116;GERCNAEMULTJSON;REGESPTRIB;ENVCODIGONBSJSON;MASCARANBS;ENVTPSERVJSON
1568;15;DILERMANDO DE AGUIAR;55;0;;21/01/2019 19:45;DILERMANDO DE AGUIAR;;;4306379;;;C;;;974;205200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1569;2;DIOGO DE VASCONCELOS;31;0;;21/01/2019 19:47;DIOGO DE VASCONCELOS;;;3121704;;;C;;;4433;478800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1570;2;DIONISIO;31;0;;21/01/2019 19:32;DIONISIO;;;3121803;;;C;;;4435;535800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1571;13;DIONISIO CERQUEIRA;49;0;;21/01/2019 19:34;DIONISIO CERQUEIRA;;;4205001;;;C;;;8097;838900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1572;4;DIORAMA;64;0;;21/01/2019 19:36;DIORAMA;;;5207105;;;C;;;9343;21400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1573;1;DIRCE REIS;17;0;;21/01/2019 19:38;DIRCE REIS;;;3513850;;;C;;;7249;141700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1574;23;DIRCEU ARCOVERDE;89;0;;21/01/2019 19:40;DIRCEU ARCOVERDE;;;2203354;;;C;;;1229;153500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1575;22;DIVINA PASTORA;79;0;;21/01/2019 19:42;DIVINA PASTORA;;;2802007;;;C;;;3139;326600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1576;2;DIVINESIA;32;0;;21/01/2019 19:44;DIVINESIA;;;3121902;;;C;;;4437;492900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1577;2;DIVINO;32;0;;21/01/2019 19:47;DIVINO;;;3122009;;;C;;;4439;482800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1578;2;DIVINO DAS LARANJEIRAS;33;0;;21/01/2019 22:30;DIVINO DAS LARANJEIRAS;;;3122108;;;C;;;4441;473600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1579;16;DIVINO DE SAO LOURENCO;28;0;;21/01/2019 22:32;DIVINO DE SAO LOURENCO;;;3201803;;;C;;;5635;580300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1580;1;DIVINOLANDIA;19;0;;21/01/2019 22:34;DIVINOLANDIA;;;3513900;;;C;;;6379;666800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1581;2;DIVINOLANDIA DE MINAS;33;0;;21/01/2019 22:37;DIVINOLANDIA DE MINAS;;;3122207;;;C;;;4443;459500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1582;2;DIVINOPOLIS;37;0;;21/01/2019 22:39;DIVINOPOLIS;;;3122306;;;C;;;4445;541500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1583;4;DIVINOPOLIS DE GOIAS;62;0;;21/01/2019 22:41;DIVINOPOLIS DE GOIAS;;;5208301;;;C;;;9309;15600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1584;14;DIVINOPOLIS DO TOCANTINS;63;0;;21/01/2019 22:43;DIVINOPOLIS DO TOCANTINS;;;1707108;;;C;;;9719;7700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1585;2;DIVISA ALEGRE;33;0;;21/01/2019 22:45;DIVISA ALEGRE;;;3122355;;;C;;;604;419702;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1586;2;DIVISA NOVA;35;0;;21/01/2019 22:29;DIVISA NOVA;;;3122405;;;C;;;4447;506500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1587;2;DIVISOPOLIS;33;0;;21/01/2019 22:31;DIVISOPOLIS;;;3122454;;;C;;;2657;70100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1588;1;DOBRADA;16;0;;21/01/2019 22:34;DOBRADA;;;3514007;;;C;;;6381;645900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1589;1;DOIS CORREGOS;14;0;;21/01/2019 22:36;DOIS CORREGOS;;;3514106;;;C;;;6383;649100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1590;15;DOIS IRMAOS;51;0;;21/01/2019 22:38;DOIS IRMAOS;;;4306403;;;C;;;8625;853400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1591;15;DOIS IRMAOS DAS MISSOES;55;0;;21/01/2019 22:40;DOIS IRMAOS DAS MISSOES;;;4306429;;;C;;;5971;119500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1592;12;DOIS IRMAOS DO BURITI;67;0;;21/01/2019 22:42;DOIS IRMAOS DO BURITI;;;5003488;;;C;;;9793;55900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1593;14;DOIS IRMAOS DO TOCANTINS;63;0;;21/01/2019 22:44;DOIS IRMAOS DO TOCANTINS;;;1707207;;;C;;;9345;3100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1594;15;DOIS LAJEADOS;54;0;;21/01/2019 22:29;DOIS LAJEADOS;;;4306452;;;C;;;8427;883600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1595;19;DOIS RIACHOS;82;0;;21/01/2019 22:31;DOIS RIACHOS;;;2702504;;;C;;;2749;309500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1596;8;DOIS VIZINHOS;46;0;;21/01/2019 22:33;DOIS VIZINHOS;;;4107207;;;C;;;7541;765300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1597;1;DOLCINOPOLIS;17;0;;21/01/2019 22:35;DOLCINOPOLIS;;;3514205;;;C;;;6385;621400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1598;5;DOM AQUINO;66;0;;21/01/2019 22:38;DOM AQUINO;;;5103601;;;C;;;9071;69200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1599;6;DOM BASILIO;77;0;;21/01/2019 22:40;DOM BASILIO;;;2910107;;;C;;;3501;352300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1600;2;DOM BOSCO;38;0;;21/01/2019 22:42;DOM BOSCO;;;3122470;;;C;;;606;167500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1601;2;DOM CAVATI;33;0;;21/01/2019 22:44;DOM CAVATI;;;3122504;;;C;;;4449;469700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1602;9;DOM ELISEU;94;0;;21/01/2019 22:46;DOM ELISEU;;;1502939;;;C;;;583;5300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1603;23;DOM EXPEDITO LOPES;89;0;;21/01/2019 22:31;DOM EXPEDITO LOPES;;;2203404;;;C;;;1067;146600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1604;15;DOM FELICIANO;51;0;;21/01/2019 22:33;DOM FELICIANO;;;4306502;;;C;;;8627;870500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1605;23;DOM INOCENCIO;89;0;;21/01/2019 22:35;DOM INOCENCIO;;;2203453;;;C;;;1289;18200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1606;2;DOM JOAQUIM;31;0;;21/01/2019 22:37;DOM JOAQUIM;;;3122603;;;C;;;4451;459600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1607;6;DOM MACEDO COSTA;75;0;;21/01/2019 22:39;DOM MACEDO COSTA;;;2910206;;;C;;;3503;386700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1608;15;DOM PEDRITO;53;0;;21/01/2019 22:41;DOM PEDRITO;;;4306601;;;C;;;8629;927900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1609;31;DOM PEDRO;99;0;;21/01/2019 22:43;DOM PEDRO;;;2103802;;;C;;;773;126600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1610;15;DOM PEDRO DE ALCANTARA;51;0;;21/01/2019 22:45;DOM PEDRO DE ALCANTARA;;;4306551;;;C;;;976;205300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1611;2;DOM SILVERIO;31;0;;21/01/2019 22:30;DOM SILVERIO;;;3122702;;;C;;;4453;478900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1612;2;DOM VICOSO;35;0;;21/01/2019 22:32;DOM VICOSO;;;3122801;;;C;;;4455;528800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1613;16;DOMINGOS MARTINS;27;0;;21/01/2019 22:34;DOMINGOS MARTINS;;;3201902;;;C;;;5637;573900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1614;23;DOMINGOS MOURAO;86;0;;21/01/2019 22:36;DOMINGOS MOURAO;;;2203420;;;C;;;1141;142600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1615;13;DONA EMMA;47;0;;21/01/2019 22:39;DONA EMMA;;;4205100;;;C;;;8099;810600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1616;2;DONA EUZEBIA;32;0;;21/01/2019 22:41;DONA EUZEBIA;;;3122900;;;C;;;4457;495800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1617;15;DONA FRANCISCA;55;0;;21/01/2019 22:43;DONA FRANCISCA;;;4306700;;;C;;;8631;860300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1618;17;DONA INES;83;0;;21/01/2019 22:45;DONA INES;;;2505709;;;C;;;2015;241500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1619;2;DORES DE CAMPOS;32;0;;21/01/2019 22:29;DORES DE CAMPOS;;;3123007;;;C;;;4459;551400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1620;2;DORES DE GUANHAES;33;0;;21/01/2019 22:31;DORES DE GUANHAES;;;3123106;;;C;;;4461;459700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1621;2;DORES DO INDAIA;37;0;;21/01/2019 22:34;DORES DO INDAIA;;;3123205;;;C;;;4463;501500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1622;16;DORES DO RIO PRETO;28;0;;21/01/2019 22:36;DORES DO RIO PRETO;;;3202009;;;C;;;5639;580400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1623;2;DORES DO TURVO;32;0;;21/01/2019 22:38;DORES DO TURVO;;;3123304;;;C;;;4465;486300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1624;2;DORESOPOLIS;37;0;;21/01/2019 22:40;DORESOPOLIS;;;3123403;;;C;;;4467;501600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1625;10;DORMENTES;87;0;;21/01/2019 22:42;DORMENTES;;;2605152;;;C;;;2299;68900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1626;8;DOURADINA;44;0;;21/01/2019 22:44;DOURADINA;;;4107256;;;C;;;8465;800200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1627;12;DOURADINA;67;0;;21/01/2019 22:29;DOURADINA;;;5003504;;;C;;;9805;50000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1628;1;DOURADO;16;0;;21/01/2019 22:31;DOURADO;;;3514304;;;C;;;6387;646000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1629;2;DOURADOQUARA;34;0;;21/01/2019 22:33;DOURADOQUARA;;;3123502;;;C;;;4469;445800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1630;12;DOURADOS;67;0;;21/01/2019 22:35;DOURADOS;;;5003702;;;C;;;9073;50100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1631;8;DOUTOR CAMARGO;44;0;;21/01/2019 22:38;DOUTOR CAMARGO;;;4107306;;;C;;;7543;787600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1632;15;DOUTOR MAURICIO CARDOSO;55;0;;21/01/2019 22:40;DOUTOR MAURICIO CARDOSO;;;4306734;;;C;;;8425;891800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1633;13;DOUTOR PEDRINHO;47;0;;21/01/2019 22:42;DOUTOR PEDRINHO;;;4205159;;;C;;;9945;809900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1634;15;DOUTOR RICARDO;51;0;;21/01/2019 22:44;DOUTOR RICARDO;;;4306759;;;C;;;978;214400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1635;26;DOUTOR SEVERIANO;84;0;;21/01/2019 22:46;DOUTOR SEVERIANO;;;2403202;;;C;;;1663;221000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636;8;DOUTOR ULYSSES;41;0;;21/01/2019 22:30;DOUTOR ULYSSES;;;4128633;;;C;;;5449;212800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1637;4;DOVERLANDIA;64;0;;21/01/2019 22:33;DOVERLANDIA;;;5207253;;;C;;;9675;21500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1638;1;DRACENA;18;0;;21/01/2019 22:35;DRACENA;;;3514403;;;C;;;6389;674100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1639;1;DUARTINA;14;0;;21/01/2019 22:37;DUARTINA;;;3514502;;;C;;;6391;680900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1640;7;DUAS BARRAS;22;0;;21/01/2019 22:39;DUAS BARRAS;;;3301603;;;C;;;5831;596200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1641;17;DUAS ESTRADAS;83;0;;21/01/2019 22:41;DUAS ESTRADAS;;;2505808;;;C;;;2017;256900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642;14;DUERE;63;0;;21/01/2019 22:43;DUERE;;;1707306;;;C;;;9347;6200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1643;1;DUMONT;16;0;;21/01/2019 22:45;DUMONT;;;3514601;;;C;;;6393;643200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1644;31;DUQUE BACELAR;98;0;;21/01/2019 22:30;DUQUE BACELAR;;;2103901;;;C;;;775;130400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1645;7;DUQUE DE CAXIAS;21;0;;21/01/2019 22:32;DUQUE DE CAXIAS;;;3301702;;;C;;;5833;613600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1646;2;DURANDE;33;0;;21/01/2019 22:34;DURANDE;;;3123528;;;C;;;2675;70600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1647;1;ECHAPORA;18;0;;21/01/2019 22:36;ECHAPORA;;;3514700;;;C;;;6395;694100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1648;16;ECOPORANGA;27;0;;21/01/2019 22:38;ECOPORANGA;;;3202108;;;C;;;5641;565100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1649;4;EDEALINA;64;0;;21/01/2019 22:40;EDEALINA;;;5207352;;;C;;;9795;35600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1650;4;EDEIA;64;0;;21/01/2019 22:43;EDEIA;;;5207402;;;C;;;9349;34400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1651;18;EIRUNEPE;97;0;;21/01/2019 22:44;EIRUNEPE;;;1301407;;;C;;;229;81200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1652;1;ELDORADO;13;0;;21/01/2019 22:29;ELDORADO;;;3514809;;;C;;;6397;709400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1653;12;ELDORADO;67;0;;21/01/2019 22:31;ELDORADO;;;5003751;;;C;;;9173;50200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1654;15;ELDORADO DO SUL;51;0;;21/01/2019 22:33;ELDORADO DO SUL;;;4306767;;;C;;;8423;48400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1655;9;ELDORADO DOS CARAJAS;94;0;;21/01/2019 22:36;ELDORADO DOS CARAJAS;;;1502954;;;C;;;377;108700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1656;23;ELESBAO VELOSO;86;0;;21/01/2019 23:00;ELESBAO VELOSO;;;2203503;;;C;;;1069;145300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1657;1;ELIAS FAUSTO;19;0;;19/10/2022 15:19;ELIAS FAUSTO;;;3514908;;;C;;;6399;653100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1658;23;ELISEU MARTINS;89;0;;21/01/2019 23:05;ELISEU MARTINS;;;2203602;;;C;;;1071;149900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1659;1;ELISIARIO;17;0;;21/01/2019 23:07;ELISIARIO;;;3514924;;;C;;;2975;67000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1660;6;ELISIO MEDRADO;75;0;;21/01/2019 22:51;ELISIO MEDRADO;;;2910305;;;C;;;3505;368200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1661;2;ELOI MENDES;35;0;;21/01/2019 22:53;ELOI MENDES;;;3123601;;;C;;;4471;506600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1662;17;EMAS;83;0;;21/01/2019 22:56;EMAS;;;2505907;;;C;;;2019;246400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1663;1;EMBAUBA;17;0;;21/01/2019 22:58;EMBAUBA;;;3514957;;;C;;;7251;141800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1664;1;EMBU;11;0;;21/01/2019 23:00;EMBU;;;3515004;;;C;;;6401;711800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1665;1;EMBU-GUACU;11;0;;21/01/2019 23:02;EMBU-GUACU;;;3515103;;;C;;;6403;711900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1666;1;EMILIANOPOLIS;18;0;;21/01/2019 23:04;EMILIANOPOLIS;;;3515129;;;C;;;2961;76800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1667;15;ENCANTADO;51;0;;21/01/2019 23:06;ENCANTADO;;;4306809;;;C;;;8633;857400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1668;26;ENCANTO;84;0;;21/01/2019 23:08;ENCANTO;;;2403301;;;C;;;1665;221100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1669;6;ENCRUZILHADA;77;0;;21/01/2019 22:53;ENCRUZILHADA;;;2910404;;;C;;;3507;379100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1670;15;ENCRUZILHADA DO SUL;51;0;;21/01/2019 22:55;ENCRUZILHADA DO SUL;;;4306908;;;C;;;8635;876400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1671;8;ENEAS MARQUES;46;0;;21/01/2019 22:57;ENEAS MARQUES;;;4107405;;;C;;;7545;765400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1672;8;ENGENHEIRO BELTRAO;44;0;;21/01/2019 22:59;ENGENHEIRO BELTRAO;;;4107504;;;C;;;7547;750000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1673;2;ENGENHEIRO CALDAS;33;0;;21/01/2019 23:01;ENGENHEIRO CALDAS;;;3123700;;;C;;;4473;469800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1674;1;ENGENHEIRO COELHO;19;0;;21/01/2019 23:03;ENGENHEIRO COELHO;;;3515152;;;C;;;2949;74800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1675;2;ENGENHEIRO NAVARRO;38;0;;21/01/2019 23:06;ENGENHEIRO NAVARRO;;;3123809;;;C;;;4475;422200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1676;7;ENGENHEIRO PAULO DE FRONTIN;24;0;;21/01/2019 23:08;ENGENHEIRO PAULO DE FRONTIN;;;3301801;;;C;;;5835;606500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1677;15;ENGENHO VELHO;54;0;;21/01/2019 22:52;ENGENHO VELHO;;;4306924;;;C;;;5947;98400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1678;2;ENTRE FOLHAS;33;0;;21/01/2019 22:54;ENTRE FOLHAS;;;3123858;;;C;;;2663;116000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1679;6;ENTRE RIOS;75;0;;21/01/2019 22:57;ENTRE RIOS;;;2910503;;;C;;;3509;384700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1680;13;ENTRE RIOS;49;0;;21/01/2019 22:59;ENTRE RIOS;;;4205175;;;C;;;912;184800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1681;2;ENTRE RIOS DE MINAS;31;0;;21/01/2019 23:01;ENTRE RIOS DE MINAS;;;3123908;;;C;;;4477;551500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1682;8;ENTRE RIOS DO OESTE;45;0;;21/01/2019 23:03;ENTRE RIOS DO OESTE;;;4107538;;;C;;;5529;135300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1683;15;ENTRE RIOS DO SUL;54;0;;21/01/2019 23:05;ENTRE RIOS DO SUL;;;4306957;;;C;;;8421;46800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1684;15;ENTRE-IJUIS;55;0;;21/01/2019 23:07;ENTRE-IJUIS;;;4306932;;;C;;;8419;886700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1685;18;ENVIRA;97;0;;21/01/2019 22:52;ENVIRA;;;1301506;;;C;;;231;81300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
