CODCID;UF;NOMECID;DDD;CODREG;DISTANCIA;DTALTER;DESCRICAOCORREIO;SEQENTREGA;POPULACAO;CODMUNFIS;VLRFRETEMIN;VLRFRETETON;TIPOFRETE;VLRFRETEKM;VLRTAXAENT;CODMUNSIAFI;CODMUNDMS;LATITUDE;LONGITUDE;VENDAMIN;CODMUNDIEF;QTDDIASSUB;QTDSUB;TEMSUBSTITNFSE;TIPCANCNFSE;VLRLIMCANCNFSE;MOTCANCSUBNFSE;METARREDVLRISS;MAXNOTALOTENFSE;NFSETEMPLATESUBST;TIPOCNAE;NUVERSAO;LINKAGUA;LINKENERGIA;LINKIPTU;TIMPARCPREFEITURA;NOFORMATLC116;CNAEFULLNFSE;NOINSCMUNPAR;GERCODNATISSJSON;ENVITENSSEPJSON;QTDMAXENVITENSJSON;OBSJSONENOTAS;PERMCANCNFSESUBSTIT;JSONSEMALIDENMUN;VMINRETENCAOISS;ACTCANEXNT;ENVFPJSON;CODPARCNFSE;REMZEROESQUERDLC116;INFQTDVLRUNIJSON;ENVMULEMAILJSON;GERNUNFSEINFCPM;ATUNUVERSAO;ENVTAGDESCONJSON;MASCARALC116;GERCNAEMULTJSON;REGESPTRIB;ENVCODIGONBSJSON;MASCARANBS;ENVTPSERVJSON
0;0;<SEM DESCRIÇÃO>;0;0;0;###############################################################################################################################################################################################################################################################;;;;;;;C;;;;;;;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;10;FERNANDO DE NORONHA;81;0;;21/11/2019 14:41;FERNANDO DE NORONHA;;;2605459;;;C;;;;118600;0;0;;;0;0;N;1;;;;;N;;161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;UBERLANDIA;34;0;;10/04/2024 16:51;UBERLANDIA;;;3170206;;;C;;;5403;453700;0;0;;;1;1;S;2;500,00;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;SAO PAULO;11;0;;21/01/2019 15:31;SAO PAULO;;;3550308;;;C;;;7107;714400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;4;GOIANIA;62;0;;10/04/2024 11:51;GOIANIA;;;5208707;;;C;;;9373;25300;0;0;;;0;0;N;4;;1;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;11;PORTO VELHO;69;0;;21/01/2019 15:35;PORTO VELHO;;;1100205;;;C;;;3;76100;0;0;;;0;0;N;4;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;18;MANAUS;92;0;;21/01/2019 15:37;MANAUS;;;1302603;;;C;;;255;87100;0;0;;;0;0;N;3;;1;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;21;FORTALEZA;85;0;;21/01/2019 15:39;FORTALEZA;;;2304400;;;C;;;1389;180800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;4;ABADIA DE GOIAS;62;0;;21/01/2019 15:41;ABADIA DE GOIAS;;;5200050;;;C;;;1050;149600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;2;ABADIA DOS DOURADOS;34;0;;21/01/2019 15:26;ABADIA DOS DOURADOS;;;3100104;;;C;;;4001;445400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;4;ABADIANIA;62;0;;21/01/2019 15:28;ABADIANIA;;;5200100;;;C;;;9201;18900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;2;ABAETE;37;0;;21/01/2019 15:30;ABAETE;;;3100203;;;C;;;4003;450500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;9;ABAETETUBA;91;0;;21/01/2019 15:32;ABAETETUBA;;;1500107;;;C;;;401;99600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;21;ABAIARA;88;0;;21/01/2019 15:34;ABAIARA;;;2300101;;;C;;;1301;210600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;6;ABAIRA;77;0;;21/01/2019 15:36;ABAIRA;;;2900108;;;C;;;3301;344600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;6;ABARE;75;0;;21/01/2019 15:38;ABARE;;;2900207;;;C;;;3303;358900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;8;ABATIA;43;0;;21/01/2019 15:40;ABATIA;;;4100103;;;C;;;7401;777100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;13;ABDON BATISTA;49;0;;21/01/2019 15:25;ABDON BATISTA;;;4200051;;;C;;;9939;45000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;9;ABEL FIGUEIREDO;94;0;;21/01/2019 15:27;ABEL FIGUEIREDO;;;1500131;;;C;;;375;108100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;13;ABELARDO LUZ;49;0;;21/01/2019 15:30;ABELARDO LUZ;;;4200101;;;C;;;8001;837900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;2;ABRE CAMPO;31;0;;21/01/2019 15:32;ABRE CAMPO;;;3100302;;;C;;;4005;478400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;10;ABREU E LIMA;81;0;;21/01/2019 15:34;ABREU E LIMA;;;2600054;;;C;;;2631;305300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;14;ABREULANDIA;63;0;;21/01/2019 15:36;ABREULANDIA;;;1700251;;;C;;;337;55000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2;ACAIACA;31;0;;21/01/2019 15:38;ACAIACA;;;3100401;;;C;;;4007;478500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;31;ACAILANDIA;99;0;;21/01/2019 15:40;ACAILANDIA;;;2100055;;;C;;;961;124800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;6;ACAJUTIBA;75;0;;21/01/2019 15:25;ACAJUTIBA;;;2900306;;;C;;;3305;381500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;9;ACARA;91;0;;21/01/2019 15:27;ACARA;;;1500206;;;C;;;403;103700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;21;ACARAPE;85;0;;21/01/2019 15:29;ACARAPE;;;2300150;;;C;;;1231;18300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;21;ACARAU;88;0;;21/01/2019 15:31;ACARAU;;;2300200;;;C;;;1303;155800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;26;ACARI;84;0;;21/01/2019 15:33;ACARI;;;2400109;;;C;;;1601;224800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;23;ACAUA;89;0;;21/01/2019 15:35;ACAUA;;;2200053;;;C;;;266;192200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;15;ACEGUA;53;0;;21/01/2019 15:37;ACEGUA;;;4300034;;;C;;;1118;218300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;21;ACOPIARA;88;0;;21/01/2019 15:39;ACOPIARA;;;2300309;;;C;;;1305;202800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;5;ACORIZAL;65;0;;21/01/2019 15:42;ACORIZAL;;;5100102;;;C;;;9001;65900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;20;ACRELANDIA;68;0;;21/01/2019 15:26;ACRELANDIA;;;1200013;;;C;;;643;107200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;4;ACREUNA;64;0;;21/01/2019 15:28;ACREUNA;;;5200134;;;C;;;9645;32100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;26;ACU;84;0;;21/01/2019 15:30;ACU;;;2400208;;;C;;;1603;218700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;2;ACUCENA;33;0;;21/01/2019 15:33;ACUCENA;;;3100500;;;C;;;4009;458800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;1;ADAMANTINA;18;0;;21/01/2019 15:35;ADAMANTINA;;;3500105;;;C;;;6101;674000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;4;ADELANDIA;64;0;;21/01/2019 15:37;ADELANDIA;;;5200159;;;C;;;9769;29100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;1;ADOLFO;17;0;;21/01/2019 15:39;ADOLFO;;;3500204;;;C;;;6103;629200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;8;ADRIANOPOLIS;41;0;;21/01/2019 15:41;ADRIANOPOLIS;;;4100202;;;C;;;7403;732700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;6;ADUSTINA;75;0;;21/01/2019 15:26;ADUSTINA;;;2900355;;;C;;;3253;33500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;10;AFOGADOS DA INGAZEIRA;87;0;;21/01/2019 15:28;AFOGADOS DA INGAZEIRA;;;2600104;;;C;;;2301;274400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;26;AFONSO BEZERRA;84;0;;21/01/2019 15:30;AFONSO BEZERRA;;;2400307;;;C;;;1605;228100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;16;AFONSO CLAUDIO;27;0;;21/01/2019 15:32;AFONSO CLAUDIO;;;3200102;;;C;;;5601;573700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;31;AFONSO CUNHA;98;0;;21/01/2019 15:34;AFONSO CUNHA;;;2100105;;;C;;;701;135400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;10;AFRANIO;87;0;;21/01/2019 15:36;AFRANIO;;;2600203;;;C;;;2303;271700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;9;AFUA;91;0;;21/01/2019 15:38;AFUA;;;1500305;;;C;;;405;95600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;10;AGRESTINA;81;0;;21/01/2019 15:40;AGRESTINA;;;2600302;;;C;;;2305;290200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;23;AGRICOLANDIA;86;0;;21/01/2019 15:25;AGRICOLANDIA;;;2200103;;;C;;;1001;143600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;13;AGROLANDIA;47;0;;21/01/2019 15:27;AGROLANDIA;;;4200200;;;C;;;8003;811700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;13;AGRONOMICA;47;0;;21/01/2019 15:29;AGRONOMICA;;;4200309;;;C;;;8005;811800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;9;AGUA AZUL DO NORTE;94;0;;21/01/2019 15:31;AGUA AZUL DO NORTE;;;1500347;;;C;;;383;108200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;2;AGUA BOA;33;0;;21/01/2019 15:34;AGUA BOA;;;3100609;;;C;;;4011;458900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;5;AGUA BOA;66;0;;21/01/2019 15:36;AGUA BOA;;;5100201;;;C;;;9191;58700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;23;AGUA BRANCA;86;0;;21/01/2019 15:38;AGUA BRANCA;;;2200202;;;C;;;1003;143700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;17;AGUA BRANCA;83;0;;21/01/2019 15:40;AGUA BRANCA;;;2500106;;;C;;;1901;254900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;19;AGUA BRANCA;82;0;;21/01/2019 15:25;AGUA BRANCA;;;2700102;;;C;;;2701;308100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;12;AGUA CLARA;67;0;;21/01/2019 15:27;AGUA CLARA;;;5000203;;;C;;;9003;47900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;2;AGUA COMPRIDA;34;0;;21/01/2019 15:29;AGUA COMPRIDA;;;3100708;;;C;;;4013;457400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;13;AGUA DOCE;49;0;;21/01/2019 15:31;AGUA DOCE;;;4200408;;;C;;;8007;831700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;31;AGUA DOCE DO MARANHAO;98;0;;21/01/2019 15:33;AGUA DOCE DO MARANHAO;;;2100154;;;C;;;104;154600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;16;AGUA DOCE DO NORTE;27;0;;21/01/2019 15:35;AGUA DOCE DO NORTE;;;3200169;;;C;;;5717;43200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;6;AGUA FRIA;75;0;;21/01/2019 15:37;AGUA FRIA;;;2900405;;;C;;;3307;367700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;4;AGUA FRIA DE GOIAS;62;0;;21/01/2019 15:39;AGUA FRIA DE GOIAS;;;5200175;;;C;;;9771;20000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;4;AGUA LIMPA;64;0;;21/01/2019 15:41;AGUA LIMPA;;;5200209;;;C;;;9203;33700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;26;AGUA NOVA;84;0;;21/01/2019 15:26;AGUA NOVA;;;2400406;;;C;;;1607;220500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;10;AGUA PRETA;81;0;;21/01/2019 15:28;AGUA PRETA;;;2600401;;;C;;;2307;299900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;15;AGUA SANTA;54;0;;21/01/2019 15:30;AGUA SANTA;;;4300059;;;C;;;8499;905300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;1;AGUAI;19;0;;21/01/2019 15:32;AGUAI;;;3500303;;;C;;;6105;665100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;2;AGUANIL;35;0;;21/01/2019 15:34;AGUANIL;;;3100807;;;C;;;4015;509700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;10;AGUAS BELAS;87;0;;21/01/2019 15:37;AGUAS BELAS;;;2600500;;;C;;;2309;279900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;1;AGUAS DA PRATA;19;0;;21/01/2019 15:39;AGUAS DA PRATA;;;3500402;;;C;;;6107;666600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;13;AGUAS DE CHAPECO;49;0;;21/01/2019 15:41;AGUAS DE CHAPECO;;;4200507;;;C;;;8009;838000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;1;AGUAS DE LINDOIA;19;0;;21/01/2019 15:25;AGUAS DE LINDOIA;;;3500501;;;C;;;6109;668600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;1;AGUAS DE SANTA BARBARA;14;0;;21/01/2019 15:28;AGUAS DE SANTA BARBARA;;;3500550;;;C;;;7019;698800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;1;AGUAS DE SAO PEDRO;19;0;;21/01/2019 15:30;AGUAS DE SAO PEDRO;;;3500600;;;C;;;6111;650700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;2;AGUAS FORMOSAS;33;0;;21/01/2019 15:32;AGUAS FORMOSAS;;;3100906;;;C;;;4017;440800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;13;AGUAS FRIAS;49;0;;21/01/2019 15:34;AGUAS FRIAS;;;4200556;;;C;;;5577;91700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;4;AGUAS LINDAS DE GOIAS;61;0;;21/01/2019 15:36;AGUAS LINDAS DE GOIAS;;;5200258;;;C;;;1052;149400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;13;AGUAS MORNAS;48;0;;21/01/2019 15:38;AGUAS MORNAS;;;4200606;;;C;;;8011;817100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;2;AGUAS VERMELHAS;33;0;;21/01/2019 15:40;AGUAS VERMELHAS;;;3101003;;;C;;;4019;419700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;15;AGUDO;55;0;;21/01/2019 15:25;AGUDO;;;4300109;;;C;;;8501;860000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;1;AGUDOS;14;0;;21/01/2019 15:27;AGUDOS;;;3500709;;;C;;;6113;680200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;8;AGUDOS DO SUL;41;0;;21/01/2019 15:29;AGUDOS DO SUL;;;4100301;;;C;;;7405;733400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;16;AGUIA BRANCA;27;0;;21/01/2019 15:31;AGUIA BRANCA;;;3200136;;;C;;;5733;567200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;17;AGUIAR;83;0;;21/01/2019 15:33;AGUIAR;;;2500205;;;C;;;1903;245700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;14;AGUIARNOPOLIS;63;0;;21/01/2019 15:35;AGUIARNOPOLIS;;;1700301;;;C;;;72;208900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;2;AIMORES;33;0;;21/01/2019 15:38;AIMORES;;;3101102;;;C;;;4021;473200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;6;AIQUARA;73;0;;21/01/2019 15:40;AIQUARA;;;2900603;;;C;;;3311;372100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;21;AIUABA;88;0;;21/01/2019 15:24;AIUABA;;;2300408;;;C;;;1307;200800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;2;AIURUOCA;35;0;;21/01/2019 15:26;AIURUOCA;;;3101201;;;C;;;4023;524600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;15;AJURICABA;55;0;;21/01/2019 15:29;AJURICABA;;;4300208;;;C;;;8503;911000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;2;ALAGOA;35;0;;21/01/2019 15:31;ALAGOA;;;3101300;;;C;;;4025;524700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;17;ALAGOA GRANDE;83;0;;21/01/2019 15:33;ALAGOA GRANDE;;;2500304;;;C;;;1905;256300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;17;ALAGOA NOVA;83;0;;21/01/2019 15:35;ALAGOA NOVA;;;2500403;;;C;;;1907;260900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;17;ALAGOINHA;83;0;;21/01/2019 15:37;ALAGOINHA;;;2500502;;;C;;;1909;256400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;10;ALAGOINHA;87;0;;21/01/2019 15:39;ALAGOINHA;;;2600609;;;C;;;2311;285200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;23;ALAGOINHA DO PIAUI;89;0;;21/01/2019 15:41;ALAGOINHA DO PIAUI;;;2200251;;;C;;;9767;18100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;6;ALAGOINHAS;75;0;;21/01/2019 15:26;ALAGOINHAS;;;2900702;;;C;;;3313;381600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;1;ALAMBARI;15;0;;21/01/2019 15:28;ALAMBARI;;;3500758;;;C;;;2995;78500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;2;ALBERTINA;35;0;;21/01/2019 15:53;ALBERTINA;;;3101409;;;C;;;4027;518400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;31;ALCANTARA;98;0;;21/01/2019 15:55;ALCANTARA;;;2100204;;;C;;;703;120200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;21;ALCANTARAS;88;0;;21/01/2019 15:57;ALCANTARAS;;;2300507;;;C;;;1309;167900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;17;ALCANTIL;83;0;;21/01/2019 15:59;ALCANTIL;;;2500536;;;C;;;440;250501;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;12;ALCINOPOLIS;67;0;;21/01/2019 16:01;ALCINOPOLIS;;;5000252;;;C;;;141;122700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;6;ALCOBACA;73;0;;21/01/2019 16:04;ALCOBACA;;;2900801;;;C;;;3315;409100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;31;ALDEIAS ALTAS;99;0;;21/01/2019 15:48;ALDEIAS ALTAS;;;2100303;;;C;;;705;133400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;15;ALECRIM;55;0;;21/01/2019 15:50;ALECRIM;;;4300307;;;C;;;8505;889600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;16;ALEGRE;28;0;;21/01/2019 15:52;ALEGRE;;;3200201;;;C;;;5603;579800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;15;ALEGRETE;55;0;;21/01/2019 15:55;ALEGRETE;;;4300406;;;C;;;8507;927600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;23;ALEGRETE DO PIAUI;89;0;;21/01/2019 15:57;ALEGRETE DO PIAUI;;;2200277;;;C;;;2269;111900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;15;ALEGRIA;55;0;;21/01/2019 15:59;ALEGRIA;;;4300455;;;C;;;8497;891700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;2;ALEM PARAIBA;32;0;;21/01/2019 16:01;ALEM PARAIBA;;;3101508;;;C;;;4029;495500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;9;ALENQUER;93;0;;21/01/2019 16:03;ALENQUER;;;1500404;;;C;;;407;90100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;26;ALEXANDRIA;84;0;;21/01/2019 15:48;ALEXANDRIA;;;2400505;;;C;;;1609;220600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;4;ALEXANIA;62;0;;21/01/2019 15:50;ALEXANIA;;;5200308;;;C;;;9205;19000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;2;ALFENAS;35;0;;21/01/2019 15:52;ALFENAS;;;3101607;;;C;;;4031;505200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;16;ALFREDO CHAVES;27;0;;21/01/2019 15:54;ALFREDO CHAVES;;;3200300;;;C;;;5605;573800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;1;ALFREDO MARCONDES;18;0;;21/01/2019 15:56;ALFREDO MARCONDES;;;3500808;;;C;;;6115;688500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;2;ALFREDO VASCONCELOS;32;0;;21/01/2019 15:58;ALFREDO VASCONCELOS;;;3101631;;;C;;;2681;70800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;13;ALFREDO WAGNER;48;0;;21/01/2019 16:00;ALFREDO WAGNER;;;4200705;;;C;;;8013;817200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
