CODCID;UF;NOMECID;DDD;CODREG;DISTANCIA;DTALTER;DESCRICAOCORREIO;SEQENTREGA;POPULACAO;CODMUNFIS;VLRFRETEMIN;VLRFRETETON;TIPOFRETE;VLRFRETEKM;VLRTAXAENT;CODMUNSIAFI;CODMUNDMS;LATITUDE;LONGITUDE;VENDAMIN;CODMUNDIEF;QTDDIASSUB;QTDSUB;TEMSUBSTITNFSE;TIPCANCNFSE;VLRLIMCANCNFSE;MOTCANCSUBNFSE;METARREDVLRISS;MAXNOTALOTENFSE;NFSETEMPLATESUBST;TIPOCNAE;NUVERSAO;LINKAGUA;LINKENERGIA;LINKIPTU;TIMPARCPREFEITURA;NOFORMATLC116;CNAEFULLNFSE;NOINSCMUNPAR;GERCODNATISSJSON;ENVITENSSEPJSON;QTDMAXENVITENSJSON;OBSJSONENOTAS;PERMCANCNFSESUBSTIT;JSONSEMALIDENMUN;VMINRETENCAOISS;ACTCANEXNT;ENVFPJSON;CODPARCNFSE;REMZEROESQUERDLC116;INFQTDVLRUNIJSON;ENVMULEMAILJSON;GERNUNFSEINFCPM;ATUNUVERSAO;ENVTAGDESCONJSON;MASCARALC116;GERCNAEMULTJSON;REGESPTRIB;ENVCODIGONBSJSON;MASCARANBS;ENVTPSERVJSON
5364;24;UIRAMUTA;95;0;;23/01/2019 16:42;UIRAMUTA;;;1400704;;;C;;;38;214200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5365;4;UIRAPURU;62;0;;23/01/2019 16:44;UIRAPURU;;;5221577;;;C;;;59;52700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5366;17;UIRAUNA;83;0;;23/01/2019 16:46;UIRAUNA;;;2516904;;;C;;;2239;244200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5367;9;ULIANOPOLIS;91;0;;23/01/2019 16:48;ULIANOPOLIS;;;1508126;;;C;;;623;110000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5368;21;UMARI;88;0;;23/01/2019 16:33;UMARI;;;2313708;;;C;;;1575;206400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5369;26;UMARIZAL;84;0;;23/01/2019 16:35;UMARIZAL;;;2414506;;;C;;;1887;223600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5370;22;UMBAUBA;79;0;;23/01/2019 16:37;UMBAUBA;;;2807600;;;C;;;3251;332100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5371;6;UMBURANAS;74;0;;23/01/2019 16:39;UMBURANAS;;;2932457;;;C;;;3047;31200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5372;2;UMBURATIBA;33;0;;23/01/2019 16:41;UMBURATIBA;;;3170305;;;C;;;5405;441700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5373;17;UMBUZEIRO;83;0;;23/01/2019 16:43;UMBUZEIRO;;;2517001;;;C;;;2241;252400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5374;21;UMIRIM;85;0;;23/01/2019 16:45;UMIRIM;;;2313757;;;C;;;9855;161500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5375;8;UMUARAMA;44;0;;23/01/2019 16:48;UMUARAMA;;;4128104;;;C;;;7935;802000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5376;6;UNA;73;0;;23/01/2019 16:32;UNA;;;2932507;;;C;;;3949;404400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5377;2;UNAI;38;0;;23/01/2019 16:35;UNAI;;;3170404;;;C;;;5407;417100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5378;23;UNIAO;86;0;;23/01/2019 16:37;UNIAO;;;2211100;;;C;;;1221;149300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5379;15;UNIAO DA SERRA;54;0;;23/01/2019 16:39;UNIAO DA SERRA;;;4322350;;;C;;;5999;133300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5380;8;UNIAO DA VITORIA;42;0;;23/01/2019 16:41;UNIAO DA VITORIA;;;4128203;;;C;;;7937;745900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5381;2;UNIAO DE MINAS;34;0;;23/01/2019 16:43;UNIAO DE MINAS;;;3170438;;;C;;;742;171300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5382;13;UNIAO DO OESTE;49;0;;23/01/2019 16:45;UNIAO DO OESTE;;;4218855;;;C;;;9973;45400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5383;5;UNIAO DO SUL;66;0;;23/01/2019 16:47;UNIAO DO SUL;;;5108303;;;C;;;1048;166800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5384;19;UNIAO DOS PALMARES;82;0;;23/01/2019 16:49;UNIAO DOS PALMARES;;;2709301;;;C;;;2885;317300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5385;1;UNIAO PAULISTA;17;0;;23/01/2019 16:34;UNIAO PAULISTA;;;3555703;;;C;;;7215;630400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5386;8;UNIFLOR;44;0;;23/01/2019 16:36;UNIFLOR;;;4128302;;;C;;;7939;789000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5387;15;UNISTALDA;55;0;;23/01/2019 16:38;UNISTALDA;;;4322376;;;C;;;1024;183300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5388;26;UPANEMA;84;0;;23/01/2019 16:40;UPANEMA;;;2414605;;;C;;;1889;219900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5389;8;URAI;43;0;;23/01/2019 16:42;URAI;;;4128401;;;C;;;7941;781000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5390;6;URANDI;77;0;;23/01/2019 16:44;URANDI;;;2932606;;;C;;;3951;354000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5391;1;URANIA;17;0;;23/01/2019 16:47;URANIA;;;3555802;;;C;;;7217;623800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5392;31;URBANO SANTOS;98;0;;23/01/2019 16:49;URBANO SANTOS;;;2112605;;;C;;;945;136000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5393;1;URU;14;0;;23/01/2019 16:33;URU;;;3555901;;;C;;;7219;682600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5394;4;URUACU;62;0;;23/01/2019 16:36;URUACU;;;5221601;;;C;;;9633;13100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5395;4;URUANA;62;0;;23/01/2019 16:38;URUANA;;;5221700;;;C;;;9635;29000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5396;2;URUANA DE MINAS;38;0;;23/01/2019 16:40;URUANA DE MINAS;;;3170479;;;C;;;744;171400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5397;9;URUARA;93;0;;23/01/2019 16:42;URUARA;;;1508159;;;C;;;399;8300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5398;13;URUBICI;49;0;;23/01/2019 16:44;URUBICI;;;4218905;;;C;;;8371;827400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5399;21;URUBURETAMA;85;0;;23/01/2019 16:46;URUBURETAMA;;;2313807;;;C;;;1577;160900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5400;2;URUCANIA;31;0;;23/01/2019 16:48;URUCANIA;;;3170503;;;C;;;5409;480000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5401;18;URUCARA;92;0;;23/01/2019 16:33;URUCARA;;;1304302;;;C;;;285;87900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5402;6;URUCUCA;73;0;;23/01/2019 16:57;URUCUCA;;;2932705;;;C;;;3953;404500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5403;23;URUCUI;89;0;;23/01/2019 16:59;URUCUI;;;2211209;;;C;;;1223;151800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5404;2;URUCUIA;38;0;;23/01/2019 17:01;URUCUIA;;;3170529;;;C;;;2699;71500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5405;18;URUCURITUBA;92;0;;23/01/2019 17:03;URUCURITUBA;;;1304401;;;C;;;287;88000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5406;15;URUGUAIANA;55;0;;23/01/2019 17:05;URUGUAIANA;;;4322400;;;C;;;8951;928700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5407;21;URUOCA;88;0;;23/01/2019 17:07;URUOCA;;;2313906;;;C;;;1579;158800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5408;11;URUPA;69;0;;23/01/2019 17:09;URUPA;;;1101708;;;C;;;977;107000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5409;13;URUPEMA;49;0;;23/01/2019 17:11;URUPEMA;;;4218954;;;C;;;9975;827500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5410;1;URUPES;17;0;;23/01/2019 16:56;URUPES;;;3556008;;;C;;;7221;636100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5411;13;URUSSANGA;48;0;;23/01/2019 16:59;URUSSANGA;;;4219002;;;C;;;8373;822400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5412;4;URUTAI;64;0;;23/01/2019 17:01;URUTAI;;;5221809;;;C;;;9637;37900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5413;6;UTINGA;75;0;;23/01/2019 17:03;UTINGA;;;2932804;;;C;;;3955;347500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5414;15;VACARIA;54;0;;23/01/2019 17:04;VACARIA;;;4322509;;;C;;;8953;921400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5415;5;VALE DE SAO DOMINGOS;65;0;;23/01/2019 17:07;VALE DE SAO DOMINGOS;;;5108352;;;C;;;1102;230600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5416;11;VALE DO ANARI;69;0;;23/01/2019 17:09;VALE DO ANARI;;;1101757;;;C;;;24;204000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5417;11;VALE DO PARAISO;69;0;;23/01/2019 17:11;VALE DO PARAISO;;;1101807;;;C;;;979;107100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5418;15;VALE DO SOL;51;0;;23/01/2019 16:55;VALE DO SOL;;;4322533;;;C;;;5769;134600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5419;15;VALE REAL;51;0;;23/01/2019 16:58;VALE REAL;;;4322541;;;C;;;6049;134700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5420;15;VALE VERDE;51;0;;23/01/2019 17:00;VALE VERDE;;;4322525;;;C;;;1026;214600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5421;6;VALENCA;75;0;;23/01/2019 17:02;VALENCA;;;2932903;;;C;;;3957;398000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5422;7;VALENCA;24;0;;23/01/2019 17:04;VALENCA;;;3306107;;;C;;;5921;610600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5423;23;VALENCA DO PIAUI;89;0;;23/01/2019 17:06;VALENCA DO PIAUI;;;2211308;;;C;;;1225;146000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5424;6;VALENTE;75;0;;23/01/2019 17:08;VALENTE;;;2933000;;;C;;;3959;367000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5425;1;VALENTIM GENTIL;17;0;;23/01/2019 17:10;VALENTIM GENTIL;;;3556107;;;C;;;7223;626000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5426;1;VALINHOS;19;0;;23/01/2019 16:55;VALINHOS;;;3556206;;;C;;;7225;654000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5427;1;VALPARAISO;18;0;;23/01/2019 16:58;VALPARAISO;;;3556305;;;C;;;7227;672900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5428;4;VALPARAISO DE GOIAS;61;0;;23/01/2019 17:00;VALPARAISO DE GOIAS;;;5221858;;;C;;;1066;148400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5429;15;VANINI;54;0;;23/01/2019 17:01;VANINI;;;4322558;;;C;;;7319;884400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5430;13;VARGEAO;49;0;;23/01/2019 17:03;VARGEAO;;;4219101;;;C;;;8375;841000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5431;1;VARGEM;11;0;;23/01/2019 17:06;VARGEM;;;3556354;;;C;;;2957;76700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5432;13;VARGEM;49;0;;23/01/2019 17:08;VARGEM;;;4219150;;;C;;;5563;91000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5433;2;VARGEM ALEGRE;33;0;;23/01/2019 17:10;VARGEM ALEGRE;;;3170578;;;C;;;746;469511;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5434;16;VARGEM ALTA;28;0;;23/01/2019 16:54;VARGEM ALTA;;;3205036;;;C;;;5727;581000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5435;2;VARGEM BONITA;37;0;;23/01/2019 16:57;VARGEM BONITA;;;3170602;;;C;;;5411;503600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5436;13;VARGEM BONITA;49;0;;23/01/2019 16:59;VARGEM BONITA;;;4219176;;;C;;;5565;91100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5437;31;VARGEM GRANDE;98;0;;23/01/2019 17:01;VARGEM GRANDE;;;2112704;;;C;;;947;136100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5438;2;VARGEM GRANDE DO RIO PARDO;38;0;;23/01/2019 17:03;VARGEM GRANDE DO RIO PARDO;;;3170651;;;C;;;748;171500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5439;1;VARGEM GRANDE DO SUL;19;0;;23/01/2019 17:05;VARGEM GRANDE DO SUL;;;3556404;;;C;;;7231;667700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5440;1;VARGEM GRANDE PAULISTA;11;0;;23/01/2019 17:07;VARGEM GRANDE PAULISTA;;;3556453;;;C;;;7273;714700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5441;2;VARGINHA;35;0;;23/01/2019 17:09;VARGINHA;;;3170701;;;C;;;5413;507900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5442;4;VARJAO;62;0;;23/01/2019 17:11;VARJAO;;;5221908;;;C;;;9639;35300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5443;2;VARJAO DE MINAS;38;0;;23/01/2019 16:56;VARJAO DE MINAS;;;3170750;;;C;;;750;171600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5444;21;VARJOTA;88;0;;23/01/2019 16:58;VARJOTA;;;2313955;;;C;;;9857;169400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5445;7;VARRE-SAI;22;0;;23/01/2019 17:00;VARRE-SAI;;;3306156;;;C;;;2917;73500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5446;26;VARZEA;84;0;;23/01/2019 17:02;VARZEA;;;2414704;;;C;;;1891;235100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5447;17;VARZEA;83;0;;23/01/2019 17:05;VARZEA;;;2517100;;;C;;;2243;249000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5448;21;VARZEA ALEGRE;88;0;;23/01/2019 17:07;VARZEA ALEGRE;;;2314003;;;C;;;1581;208600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5449;23;VARZEA BRANCA;89;0;;23/01/2019 17:09;VARZEA BRANCA;;;2211357;;;C;;;2267;114800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5450;2;VARZEA DA PALMA;38;0;;23/01/2019 17:11;VARZEA DA PALMA;;;3170800;;;C;;;5415;444000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5451;6;VARZEA DA ROCA;74;0;;23/01/2019 16:56;VARZEA DA ROCA;;;2933059;;;C;;;3997;362400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5452;6;VARZEA DO POCO;74;0;;23/01/2019 16:58;VARZEA DO POCO;;;2933109;;;C;;;3961;362300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5453;23;VARZEA GRANDE;89;0;;23/01/2019 17:00;VARZEA GRANDE;;;2211407;;;C;;;1227;146100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5454;5;VARZEA GRANDE;65;0;;23/01/2019 17:02;VARZEA GRANDE;;;5108402;;;C;;;9167;66600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5455;6;VARZEA NOVA;74;0;;23/01/2019 17:04;VARZEA NOVA;;;2933158;;;C;;;3995;361309;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5456;1;VARZEA PAULISTA;11;0;;23/01/2019 17:06;VARZEA PAULISTA;;;3556503;;;C;;;7233;662100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5457;6;VARZEDO;75;0;;23/01/2019 17:08;VARZEDO;;;2933174;;;C;;;3049;31800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5458;2;VARZELANDIA;38;0;;23/01/2019 17:10;VARZELANDIA;;;3170909;;;C;;;5417;423400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5459;7;VASSOURAS;24;0;;23/01/2019 16:55;VASSOURAS;;;3306206;;;C;;;5923;607000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5460;2;VAZANTE;34;0;;23/01/2019 16:57;VAZANTE;;;3171006;;;C;;;5419;417200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5461;15;VENANCIO AIRES;51;0;;23/01/2019 16:59;VENANCIO AIRES;;;4322608;;;C;;;8955;860800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5462;16;VENDA NOVA DO IMIGRANTE;28;0;;23/01/2019 17:01;VENDA NOVA DO IMIGRANTE;;;3205069;;;C;;;5729;43000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5463;26;VENHA-VER;84;0;;23/01/2019 17:04;VENHA-VER;;;2414753;;;C;;;438;202600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5464;8;VENTANIA;42;0;;23/01/2019 17:06;VENTANIA;;;4128534;;;C;;;5497;83800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5465;10;VENTUROSA;87;0;;23/01/2019 17:08;VENTUROSA;;;2616001;;;C;;;2619;280500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5466;5;VERA;66;0;;23/01/2019 17:10;VERA;;;5108501;;;C;;;9905;60601;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5467;26;VERA CRUZ;84;0;;23/01/2019 16:55;VERA CRUZ;;;2414803;;;C;;;1895;235200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5468;6;VERA CRUZ;71;0;;23/01/2019 16:57;VERA CRUZ;;;2933208;;;C;;;3963;388500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5469;1;VERA CRUZ;14;0;;23/01/2019 16:59;VERA CRUZ;;;3556602;;;C;;;7235;686500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5470;15;VERA CRUZ;51;0;;23/01/2019 17:01;VERA CRUZ;;;4322707;;;C;;;8957;860900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5471;8;VERA CRUZ DO OESTE;45;0;;23/01/2019 17:03;VERA CRUZ DO OESTE;;;4128559;;;C;;;7989;758900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5472;23;VERA MENDES;89;0;;23/01/2019 17:05;VERA MENDES;;;2211506;;;C;;;406;199300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5473;15;VERANOPOLIS;54;0;;23/01/2019 17:07;VERANOPOLIS;;;4322806;;;C;;;8959;879400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5474;10;VERDEJANTE;87;0;;23/01/2019 17:09;VERDEJANTE;;;2616100;;;C;;;2621;270400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5475;2;VERDELANDIA;38;0;;23/01/2019 17:11;VERDELANDIA;;;3171030;;;C;;;752;423404;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5476;8;VERE;46;0;;23/01/2019 16:56;VERE;;;4128609;;;C;;;7945;767200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5477;6;VEREDA;73;0;;23/01/2019 16:58;VEREDA;;;2933257;;;C;;;3051;38400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5478;2;VEREDINHA;38;0;;23/01/2019 17:00;VEREDINHA;;;3171071;;;C;;;754;435502;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5479;2;VERISSIMO;34;0;;23/01/2019 17:03;VERISSIMO;;;3171105;;;C;;;5423;457900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5480;2;VERMELHO NOVO;33;0;;23/01/2019 17:05;VERMELHO NOVO;;;3171154;;;C;;;756;479305;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5481;10;VERTENTE DO LERIO;81;0;;23/01/2019 17:06;VERTENTE DO LERIO;;;2616183;;;C;;;2291;68500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5482;10;VERTENTES;81;0;;23/01/2019 17:09;VERTENTES;;;2616209;;;C;;;2623;283300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5483;2;VESPASIANO;31;0;;23/01/2019 17:11;VESPASIANO;;;3171204;;;C;;;5425;562500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5484;15;VESPASIANO CORREA;51;0;;23/01/2019 16:56;VESPASIANO CORREA;;;4322855;;;C;;;1028;183400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5485;15;VIADUTOS;54;0;;23/01/2019 16:58;VIADUTOS;;;4322905;;;C;;;8961;905200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5486;15;VIAMAO;51;0;;23/01/2019 17:00;VIAMAO;;;4323002;;;C;;;8963;850800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5487;31;VIANA;98;0;;23/01/2019 17:02;VIANA;;;2112803;;;C;;;949;122200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
